"","Indicator","Urban","Rural","Total","NFHS4","state","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"2198","102. Blood sugar level - high (141-160 mg/dl)23 (%)",7.3,8.3,7.8,NA,"Mizoram","","","",""
"2199","103. Blood sugar level - very high (>160 mg/dl)23 (%)",6.7,5.2,6,NA,"Mizoram","","","",""
"2200","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.4,14.3,15.4,NA,"Mizoram","","","",""
"2201","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.3,8.7,10.7,NA,"Mizoram","","","",""
"2202","106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",3.3,3,3.2,NA,"Mizoram","","","",""
"2203","107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",21,13.5,17.7,NA,"Mizoram","","","",""
"2204","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17,15.2,16.2,NA,"Mizoram","","","",""
"2205","109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",6.4,4.2,5.4,NA,"Mizoram","","","",""
"2206","110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.7,21.1,25.2,NA,"Mizoram","","","",""
"2207","111. Ever undergone a screening test for cervical cancer (%)",9.4,3.3,6.9,NA,"Mizoram","","","",""
"2208","112. Ever undergone a breast examination for breast cancer (%)",3.6,1.3,2.7,NA,"Mizoram","","","",""
"2209","113. Ever undergone an oral cavity examination for oral cancer (%)",1.4,0.3,0.9,NA,"Mizoram","","","",""
"2210","114. Ever undergone an oral cavity examination for oral cancer (%)",0.2,2.4,1.2,NA,"Mizoram","","","",""
"2211","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",70.8,56,64.1,66.2,"Mizoram","","","",""
"2212","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",66.6,64.3,65.6,68.3,"Mizoram","","","",""
"2213","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",95.7,86,91.3,91.2,"Mizoram","","","",""
"2214","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",98.6,90.5,95.1,94,"Mizoram","","","",""
"2215","119. Currently married women who usually participate in three household decisions25 (%)",99.6,98,98.8,96,"Mizoram","","","",""
"2216","120. Women who worked in the last 12 months and were paid in cash (%)",29.4,29,29.2,29.4,"Mizoram","","","",""
"2217","121. Women owning a house and/or land (alone or jointly with others) (%)",14.5,28.4,20.8,19.6,"Mizoram","","","",""
"2218","122. Women having a bank or savings account that they themselves use (%)",85.4,75,80.7,57.1,"Mizoram","","","",""
"2219","123. Women having a mobile phone that they themselves use (%)",91.8,70.6,82.3,77,"Mizoram","","","",""
"2220","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",93.6,84.6,89.8,93.4,"Mizoram","","","",""
"2221","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",11.3,10.3,10.9,17.1,"Mizoram","","","",""
"2222","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",0.9,0.4,0.7,2.1,"Mizoram","","","",""
"2223","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",1.4,2.7,2,4,"Mizoram","","","",""
"2224","128. Women age 15 years and above who use any kind of tobacco (%)",56.6,68.5,61.6,NA,"Mizoram","","","",""
"2225","129. Men age 15 years and above who use any kind of tobacco (%)",69.5,77.4,72.9,NA,"Mizoram","","","",""
"2226","130. Women age 15 years and above who consume alcohol (%)",1,0.8,0.9,NA,"Mizoram","","","",""
"2227","131. Men age 15 years and above who consume alcohol (%)",22.8,25.2,23.8,NA,"Mizoram","","","",""
"2228","1. Female population age 6 years and above who ever attended school (%)",92.1,81.9,85.2,81,"Nagaland","","","",""
"2229","2. Population below age 15 years (%)",22.1,25.9,24.7,32.1,"Nagaland","","","",""
"2230","3. Sex ratio of the total population (females per 1,000 males)",980,1020,1007,968,"Nagaland","","","",""
"2231","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",949,943,945,953,"Nagaland","","","",""
"2232","5. Children under age 5 years whose birth was registered with the civil authority (%)",79.9,70.8,73.2,68.5,"Nagaland","","","",""
"2233","6. Deaths in the last 3 years registered with the civil authority (%)",59.3,33.8,40.3,NA,"Nagaland","","","",""
"2234","7. Population living in households with electricity (%)",99.6,98,98.6,96.7,"Nagaland","","","",""
"2235","8. Population living in households with an improved drinking-water source1 (%)",93.5,89.8,91,82.4,"Nagaland","","","",""
"2236","9. Population living in households that use an improved sanitation facility2 (%)",82.2,90.4,87.7,76.7,"Nagaland","","","",""
"2237","10. Households using clean fuel for cooking3 (%)",81.1,24.9,43,32.8,"Nagaland","","","",""
"2238","11. Households using iodized salt (%)",99.3,98.8,99,99.5,"Nagaland","","","",""
"2239","12. Households with any usual member covered under a health insurance/financing scheme (%)",15,23.1,20.5,6.1,"Nagaland","","","",""
"2240","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",5.5,6.3,6.1,NA,"Nagaland","","","",""
"2241","14. Women who are literate4 (%)",91.5,82.7,85.8,NA,"Nagaland","","","",""
"2242","15. Men who are literate4 (%)",97.7,90.7,93.3,NA,"Nagaland","","","",""
"2243","16. Women with 10 or more years of schooling (%)",63.7,34.1,44.4,33.3,"Nagaland","","","",""
"2244","17. Men with 10 or more years of schooling (%)",75.6,39.8,53.1,37.7,"Nagaland","","","",""
"2245","18. Women who have ever used the internet (%)",66.5,40.3,49.9,NA,"Nagaland","","","",""
"2246","19. Men who have ever used the internet (%)",81,55.2,64.6,NA,"Nagaland","","","",""
"2247","20. Women age 20-24 years married before age 18 years (%)",2.4,7.3,5.6,13.4,"Nagaland","","","",""
"2248","21. Men age 25-29 years married before age 21 years (%)",8.7,2.8,5,8,"Nagaland","","","",""
"2249","22. Total fertility rate (children per woman)",1.2,2,1.7,2.7,"Nagaland","","","",""
"2250","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",2.5,4.4,3.8,5.7,"Nagaland","","","",""
"2251","24. Adolescent fertility rate for women age 15-19 years5",10,23,19,42,"Nagaland","","","",""
"2252","25. Neonatal mortality rate (NNMR)",8.4,10.8,10.2,16.5,"Nagaland","","","",""
"2253","26. Infant mortality rate (IMR)",17,25.8,23.4,29.5,"Nagaland","","","",""
"2254","27. Under-five mortality rate (U5MR)",22.5,36.8,33,37.5,"Nagaland","","","",""
"2255","28. Any method6 (%)",61,55.7,57.4,26.5,"Nagaland","","","",""
"2256","29. Any modern method6 (%)",48.5,43.8,45.3,21.3,"Nagaland","","","",""
"2257","30. Female sterilization (%)",13.6,14.8,14.4,9.1,"Nagaland","","","",""
"2258","31. Male sterilization (%)",0,0,0,0,"Nagaland","","","",""
"2259","32. IUD/PPIUD (%)",20.1,19.7,19.8,6.7,"Nagaland","","","",""
"2260","33. Pill (%)",9.1,5.1,6.4,4,"Nagaland","","","",""
"2261","34. Condom (%)",4.2,2.8,3.3,1.3,"Nagaland","","","",""
"2262","35. Injectables (%)",0.2,0.4,0.3,0.1,"Nagaland","","","",""
"2263","36. Total unmet need7 (%)",9.3,9.1,9.1,22.3,"Nagaland","","","",""
"2264","37. Unmet need for spacing7 (%)",4.3,4.5,4.5,11.3,"Nagaland","","","",""
"2265","38. Health worker ever talked to female non-users about family planning (%)",8.9,10.2,9.7,6.4,"Nagaland","","","",""
"2266","39. Current users ever told about side effects of current method8 (%)",55.3,62.4,60.2,32,"Nagaland","","","",""
"2267","40. Mothers who had an antenatal check-up in the first trimester (%)",64.5,43.6,49.5,24.7,"Nagaland","","","",""
"2268","41. Mothers who had at least 4 antenatal care visits (%)",39.9,13.1,20.7,15,"Nagaland","","","",""
"2269","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",89.3,78.1,81.3,63.7,"Nagaland","","","",""
"2270","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",16.5,7.7,10.2,4.4,"Nagaland","","","",""
"2271","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",6.7,3.1,4.1,2.2,"Nagaland","","","",""
"2272","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",91.8,92.7,92.4,73.6,"Nagaland","","","",""
"2273","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",62.9,36.3,43.9,22.3,"Nagaland","","","",""
"2274","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",7035,5175,5778,5880,"Nagaland","","","",""
"2275","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0.6,0.6,0.6,0.1,"Nagaland","","","",""
"2276","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",59.2,34.9,41.8,NA,"Nagaland","","","",""
"2277","50. Institutional births (%)",65,38.8,45.7,32.8,"Nagaland","","","",""
"2278","51. Institutional births in public facility (%)",41.5,33.7,35.8,25.1,"Nagaland","","","",""
"2279","52. Home births that were conducted by skilled health personnel10 (%)",11.6,9.9,10.4,8.8,"Nagaland","","","",""
"2280","53. Births attended by skilled health personnel10 (%)",75.4,48.2,55.3,41.3,"Nagaland","","","",""
"2281","54. Births delivered by caesarean section (%)",9.8,3.6,5.2,5.8,"Nagaland","","","",""
"2282","55. Births in a private health facility that were delivered by caesarean section (%)",19.7,30.1,23.6,31.5,"Nagaland","","","",""
"2283","56. Births in a public health facility that were delivered by caesarean section (%)",12.5,6.1,8,13.4,"Nagaland","","","",""
"2284","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",68.9,53.7,57.9,35.4,"Nagaland","","","",""
"2285","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",77,68.8,71.3,61.9,"Nagaland","","","",""
"2286","59. Children age 12-23 months who have received BCG (%)",88.8,84.3,85.5,68.1,"Nagaland","","","",""
"2287","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",72,63,65.4,52.1,"Nagaland","","","",""
"2288","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",80.6,68.1,71.5,51.6,"Nagaland","","","",""
"2289","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",83.6,70.1,73.8,50.1,"Nagaland","","","",""
"2290","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",25.2,18.7,20.5,NA,"Nagaland","","","",""
"2291","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",11.4,4.6,6.5,NA,"Nagaland","","","",""
"2292","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",76.5,62.6,66.4,45.3,"Nagaland","","","",""
"2293","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",57.1,41.4,45.6,30.6,"Nagaland","","","",""
"2294","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",89.2,94.8,93.2,91.6,"Nagaland","","","",""
"2295","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",10,1.8,4.1,7.9,"Nagaland","","","",""
"2296","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",1.5,4.1,3.4,5.1,"Nagaland","","","",""
"2297","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,54.4,54.5,40.3,"Nagaland","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2298","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,6.5,9.1,16,"Nagaland","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2299","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,29.2,31.5,21.8,"Nagaland","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2300","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1,1.1,1.1,1.4,"Nagaland","","","",""
"2301","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",46,24.4,30.9,31.3,"Nagaland","","","",""
"2302","75. Children under age 3 years breastfed within one hour of birth15 (%)",54.3,59.2,57.9,53.1,"Nagaland","","","",""
"2303","76. Children under age 6 months exclusively breastfed16 (%)",43.2,43.2,43.2,44.3,"Nagaland","Based on 25-49 unweighted cases","","",""
"2304","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",67.6,70,69.4,70.7,"Nagaland","Based on 25-49 unweighted cases","","",""
"2305","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",9.8,13.4,12.6,17.5,"Nagaland","","","",""
"2306","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",23.5,15.4,18,21.9,"Nagaland","","","",""
"2307","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",15.8,14.1,14.5,18.8,"Nagaland","","","",""
"2308","81. Children under 5 years who are stunted (height-for-age)18 (%)",27.1,34.7,32.7,28.6,"Nagaland","","","",""
"2309","82. Children under 5 years who are wasted (weight-for-height)18 (%)",21.7,18.2,19.1,11.3,"Nagaland","","","",""
"2310","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",11,6.8,7.9,4.2,"Nagaland","","","",""
"2311","84. Children under 5 years who are underweight (weight-for-age)18 (%)",24.5,27.7,26.9,16.7,"Nagaland","","","",""
"2312","85. Children under 5 years who are overweight (weight-for-height)20 (%)",4.8,4.9,4.9,3.8,"Nagaland","","","",""
"2313","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",11.6,10.8,11.1,12.3,"Nagaland","","","",""
"2314","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",7.4,7.5,7.5,11.5,"Nagaland","","","",""
"2315","88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",17.1,13,14.4,16.2,"Nagaland","","","",""
"2316","89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%)",31,19.8,23.9,13.9,"Nagaland","","","",""
"2317","90. Women who have high risk waist-to-hip ratio (≥0.85) (%)",59.6,63.4,62,NA,"Nagaland","","","",""
"2318","91. Men who have high risk waist-to-hip ratio (≥0.90) (%)",32.7,27.5,29.4,NA,"Nagaland","","","",""
"2319","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",46.4,41.4,42.7,26.4,"Nagaland","","","",""
"2320","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",27.5,30.3,29.3,27.7,"Nagaland","","","",""
"2321","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",22.3,22.1,22.2,32.7,"Nagaland","","","",""
"2322","95. All women age 15-49 years who are anaemic22 (%)",27.3,29.8,28.9,27.9,"Nagaland","","","",""
"2323","96. All women age 15-19 years who are anaemic22 (%)",34,33.9,33.9,26.3,"Nagaland","","","",""
"2324","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",10.8,9.5,10,11.7,"Nagaland","","","",""
"2325","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",15.5,21.6,19.6,12.2,"Nagaland","Based on 25-49 unweighted cases","","",""
"2326","99. Blood sugar level - high (141-160 mg/dl)23 (%)",5.3,5.2,5.2,NA,"Nagaland","","","",""
"2327","100. Blood sugar level - very high (>160 mg/dl)23 (%)",3.8,3.7,3.8,NA,"Nagaland","","","",""
"2328","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.3,9.2,9.3,NA,"Nagaland","","","",""
"2329","102. Blood sugar level - high (141-160 mg/dl)23 (%)",5.9,6.9,6.6,NA,"Nagaland","","","",""
"2330","103. Blood sugar level - very high (>160 mg/dl)23 (%)",6.9,4.7,5.5,NA,"Nagaland","","","",""
"2331","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.4,11.9,12.4,NA,"Nagaland","","","",""
"2332","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12,14.7,13.8,NA,"Nagaland","","","",""
"2333","106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",6.8,7.9,7.6,NA,"Nagaland","","","",""
"2334","107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.9,23.6,22.4,NA,"Nagaland","","","",""
"2335","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.7,20.3,19.1,NA,"Nagaland","","","",""
"2336","109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%)",8,9.3,8.9,NA,"Nagaland","","","",""
"2337","110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26,30.1,28.7,NA,"Nagaland","","","",""
"2338","111. Ever undergone a screening test for cervical cancer (%)",0.3,0.3,0.3,NA,"Nagaland","","","",""
"2339","112. Ever undergone a breast examination for breast cancer (%)",0.4,0.2,0.3,NA,"Nagaland","","","",""
"2340","113. Ever undergone an oral cavity examination for oral cancer (%)",0.6,0.3,0.4,NA,"Nagaland","","","",""
"2341","114. Ever undergone an oral cavity examination for oral cancer (%)",0.1,0.3,0.2,NA,"Nagaland","","","",""
"2342","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",25.5,25.7,25.6,12.5,"Nagaland","","","",""
"2343","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",30.7,45.6,40.1,24.1,"Nagaland","","","",""
"2344","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",62.9,60.5,61.4,39.9,"Nagaland","","","",""
"2345","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",56.1,75.8,68.5,63.6,"Nagaland","","","",""
"2346","119. Currently married women who usually participate in three household decisions25 (%)",98.1,99.8,99.2,97.4,"Nagaland","","","",""
"2347","120. Women who worked in the last 12 months and were paid in cash (%)",28.6,20.7,23.6,22.7,"Nagaland","","","",""
"2348","121. Women owning a house and/or land (alone or jointly with others) (%)",23.4,28.9,26.9,35.2,"Nagaland","","","",""
"2349","122. Women having a bank or savings account that they themselves use (%)",77.9,55.4,63.7,38.8,"Nagaland","","","",""
"2350","123. Women having a mobile phone that they themselves use (%)",93,76.3,82.5,70.4,"Nagaland","","","",""
"2351","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",87.1,76.6,80.2,72.4,"Nagaland","","","",""
"2352","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",5.2,7,6.4,13.1,"Nagaland","","","",""
"2353","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",0,0.6,0.4,1.5,"Nagaland","","","",""
"2354","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",2.4,1.3,1.6,7.6,"Nagaland","","","",""
"2355","128. Women age 15 years and above who use any kind of tobacco (%)",16,12.6,13.7,NA,"Nagaland","","","",""
"2356","129. Men age 15 years and above who use any kind of tobacco (%)",47.4,48.9,48.4,NA,"Nagaland","","","",""
"2357","130. Women age 15 years and above who consume alcohol (%)",1.5,0.7,0.9,NA,"Nagaland","","","",""
"2358","131. Men age 15 years and above who consume alcohol (%)",26.8,22.5,24,NA,"Nagaland","","","",""
"2359","1. Female population age 6 years and above who ever attended school (%)",90.3,79.5,83.7,79.7,"Sikkim","","","",""
"2360","2. Population below age 15 years (%)",19.2,19.7,19.5,23.1,"Sikkim","","","",""
"2361","3. Sex ratio of the total population (females per 1,000 males)",1033,964,990,942,"Sikkim","","","",""
"2362","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",NA,746,969,809,"Sikkim","Based on 25-49 unweighted cases","","",""
"2363","5. Children under age 5 years whose birth was registered with the civil authority (%)",95.4,97.2,96.5,98.5,"Sikkim","","","",""
"2364","6. Deaths in the last 3 years registered with the civil authority (%)",64.6,79.7,75.5,NA,"Sikkim","Based on 25-49 unweighted cases","","",""
"2365","7. Population living in households with electricity (%)",99.5,99.1,99.3,99.4,"Sikkim","","","",""
"2366","8. Population living in households with an improved drinking-water source1 (%)",97.6,89.9,92.8,97.8,"Sikkim","","","",""
"2367","9. Population living in households that use an improved sanitation facility2 (%)",84,89.3,87.3,89.7,"Sikkim","","","",""
"2368","10. Households using clean fuel for cooking3 (%)",97.5,64.4,78.4,59.1,"Sikkim","","","",""
"2369","11. Households using iodized salt (%)",97.9,98.5,98.3,99.6,"Sikkim","","","",""
"2370","12. Households with any usual member covered under a health insurance/financing scheme (%)",31.2,21.6,25.7,30.3,"Sikkim","","","",""
"2371","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",NA,41.6,41.2,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2372","14. Women who are literate4 (%)",92.8,86.2,88.9,NA,"Sikkim","","","",""
"2373","15. Men who are literate4 (%)",96.9,90.3,93,NA,"Sikkim","","","",""
"2374","16. Women with 10 or more years of schooling (%)",60.2,41.2,49,40.7,"Sikkim","","","",""
"2375","17. Men with 10 or more years of schooling (%)",70.7,44.2,55,45.1,"Sikkim","","","",""
"2376","18. Women who have ever used the internet (%)",90,68.1,76.7,NA,"Sikkim","","","",""
"2377","19. Men who have ever used the internet (%)",94.2,69.5,78.2,NA,"Sikkim","Based on 25-49 unweighted cases","","",""
"2378","20. Women age 20-24 years married before age 18 years (%)",8.5,12.5,10.8,15,"Sikkim","","","",""
"2379","21. Men age 25-29 years married before age 21 years (%)",NA,11.7,5.1,10.7,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2380","22. Total fertility rate (children per woman)",0.7,1.3,1.1,1.2,"Sikkim","","","",""
"2381","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0.9,4.3,3.1,2.8,"Sikkim","","","",""
"2382","24. Adolescent fertility rate for women age 15-19 years5",19,24,22,22,"Sikkim","","","",""
"2383","25. Neonatal mortality rate (NNMR)",NA,7.8,5,20.8,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2384","26. Infant mortality rate (IMR)",NA,17.8,11.2,29.5,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2385","27. Under-five mortality rate (U5MR)",NA,17.8,11.2,32.2,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2386","28. Any method6 (%)",55.5,77.3,69.1,46.7,"Sikkim","","","",""
"2387","29. Any modern method6 (%)",43.6,61.8,54.9,45.9,"Sikkim","","","",""
"2388","30. Female sterilization (%)",14.3,14.6,14.5,17.6,"Sikkim","","","",""
"2389","31. Male sterilization (%)",0.4,2.5,1.7,3.4,"Sikkim","","","",""
"2390","32. IUD/PPIUD (%)",4.6,7.1,6.2,6.3,"Sikkim","","","",""
"2391","33. Pill (%)",9.7,23.4,18.2,11.6,"Sikkim","","","",""
"2392","34. Condom (%)",10.7,8.4,9.3,5.2,"Sikkim","","","",""
"2393","35. Injectables (%)",3.9,3.2,3.5,1.9,"Sikkim","","","",""
"2394","36. Total unmet need7 (%)",18.2,8.2,11.9,21.7,"Sikkim","","","",""
"2395","37. Unmet need for spacing7 (%)",8.4,2.9,4.9,8.9,"Sikkim","","","",""
"2396","38. Health worker ever talked to female non-users about family planning (%)",17.2,20.7,18.9,19.6,"Sikkim","","","",""
"2397","39. Current users ever told about side effects of current method8 (%)",63.2,59.7,60.8,57.9,"Sikkim","Based on 25-49 unweighted cases","","",""
"2398","40. Mothers who had an antenatal check-up in the first trimester (%)",58.5,66.5,63.7,76.2,"Sikkim","","","",""
"2399","41. Mothers who had at least 4 antenatal care visits (%)",51.4,62.3,58.4,74.7,"Sikkim","","","",""
"2400","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.2,91.8,92,97.2,"Sikkim","","","",""
"2401","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",48.4,58.2,54.7,52.8,"Sikkim","","","",""
"2402","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",29.6,32.5,31.5,26.8,"Sikkim","","","",""
"2403","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96.1,93.8,94.6,99.1,"Sikkim","","","",""
"2404","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",58.9,75,69.3,74.2,"Sikkim","","","",""
"2405","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",NA,8028,8334,3993,"Sikkim","Based on 25-49 unweighted cases","","",""
"2406","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,NA,0,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases"
"2407","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",56.2,71.7,66.2,NA,"Sikkim","","","",""
"2408","50. Institutional births (%)",92,96.3,94.7,94.7,"Sikkim","","","",""
"2409","51. Institutional births in public facility (%)",66.6,85.6,78.6,82.7,"Sikkim","","","",""
"2410","52. Home births that were conducted by skilled health personnel10 (%)",4,1.9,2.6,2.4,"Sikkim","","","",""
"2411","53. Births attended by skilled health personnel10 (%)",93.5,98.2,96.5,97.1,"Sikkim","","","",""
"2412","54. Births delivered by caesarean section (%)",43.1,26.9,32.8,20.9,"Sikkim","","","",""
"2413","55. Births in a private health facility that were delivered by caesarean section (%)",NA,44,55.4,49.3,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2414","56. Births in a public health facility that were delivered by caesarean section (%)",40.4,25.9,30.4,18.1,"Sikkim","","","",""
"2415","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",NA,83.2,80.6,83,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2416","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",NA,88.7,87.6,94.2,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2417","59. Children age 12-23 months who have received BCG (%)",NA,95.3,96.6,98.9,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2418","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",NA,89.9,89,87.7,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2419","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",NA,88,91.4,93,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2420","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",NA,91.9,90.5,93.3,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2421","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",NA,34.2,29,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2422","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",NA,0,0,NA,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2423","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",NA,86.8,89.1,84.1,"Sikkim","Percentage not shown; based on fewer than 25 unweighted cases","","",""
"2424","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",92.6,85,87.5,86.7,"Sikkim","Based on 25-49 unweighted cases","","",""
