"state","Indicator","Urban","Rural","Total","NFHS4","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"Chandigarh","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",820,NA,838,981,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","5. Children under age 5 years whose birth was registered with the civil authority (%)",98,NA,97.6,95.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","6. Deaths in the last 3 years registered with the civil authority (%)",93.6,NA,93.6,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","7. Population living in households with electricity (%)",99.9,100,99.9,99.6,"","","",""
"Chandigarh","8. Population living in households with an improved drinking-water source1 (%)",99.1,100,99.1,100,"","","",""
"Chandigarh","9. Population living in households that use an improved sanitation facility2 (%)",85.4,47.6,85,83.7,"","","",""
"Chandigarh","10. Households using clean fuel for cooking3 (%)",95.8,NA,95.8,93.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","11. Households using iodized salt (%)",96.8,NA,96.8,99,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","12. Households with any usual member covered under a health insurance/financing scheme (%)",32.3,NA,32.2,21.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",6.4,NA,6.3,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","14. Women who are literate4 (%)",78.9,57.7,78.7,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","15. Men who are literate4 (%)",90.2,NA,90.2,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","16. Women with 10 or more years of schooling (%)",59.9,30.8,59.6,59.2,"","Based on 25-49 unweighted cases","",""
"Chandigarh","17. Men with 10 or more years of schooling (%)",64.5,NA,64.5,65.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","18. Women who have ever used the internet (%)",75.2,NA,75.2,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","19. Men who have ever used the internet (%)",91.9,NA,91.9,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","20. Women age 20-24 years married before age 18 years (%)",9.8,NA,9.7,12.7,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","21. Men age 25-29 years married before age 21 years (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","22. Total fertility rate (children per woman)",1.4,NA,1.4,1.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0.8,NA,0.8,2.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","24. Adolescent fertility rate for women age 15-19 years5",9,0,9,20,"","","",""
"Chandigarh","25. Neonatal mortality rate (NNMR)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","26. Infant mortality rate (IMR)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","27. Under-five mortality rate (U5MR)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","28. Any method6 (%)",77.5,NA,77.4,74,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","29. Any modern method6 (%)",55.8,NA,55.6,58.2,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","30. Female sterilization (%)",19,NA,19,20.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","31. Male sterilization (%)",0.3,NA,0.3,1.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","32. IUD/PPIUD (%)",4.3,NA,4.2,5.4,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","33. Pill (%)",0.4,NA,0.5,3.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","34. Condom (%)",31.2,NA,31.1,27.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","35. Injectables (%)",0,NA,0,0,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","36. Total unmet need7 (%)",7,NA,6.9,6.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","37. Unmet need for spacing7 (%)",2.5,NA,2.5,1.8,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","38. Health worker ever talked to female non-users about family planning (%)",34.3,NA,34,25.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","39. Current users ever told about side effects of current method8 (%)",91.5,NA,91.7,62.6,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases",""
"Chandigarh","40. Mothers who had an antenatal check-up in the first trimester (%)",82.2,NA,82.3,67.4,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","41. Mothers who had at least 4 antenatal care visits (%)",79.1,NA,78.7,64.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.1,NA,93.2,95.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",73.9,NA,73.9,44.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",64.3,NA,64.5,29.8,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.4,NA,97.2,98,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.5,NA,90.6,89,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",5586,NA,5546,2357,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.4,NA,89.3,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","50. Institutional births (%)",97,NA,96.9,91.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","51. Institutional births in public facility (%)",83.4,NA,83.2,72.4,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","52. Home births that were conducted by skilled health personnel10 (%)",0,NA,0.2,1.7,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","53. Births attended by skilled health personnel10 (%)",97,NA,97,93.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","54. Births delivered by caesarean section (%)",31.7,NA,31.3,22.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","55. Births in a private health facility that were delivered by caesarean section (%)",44.8,NA,44.3,44,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","56. Births in a public health facility that were delivered by caesarean section (%)",30.6,NA,30.4,19.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",81.7,NA,80.9,79.5,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",83.6,NA,82.8,93.2,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","59. Children age 12-23 months who have received BCG (%)",96.7,NA,96.8,95.9,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",81.7,NA,80.9,79.5,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",88.7,NA,87.9,95.9,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",88.7,NA,87.9,95.9,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",15.1,NA,15,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases",""
"Chandigarh","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",85.7,NA,84.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases",""
"Chandigarh","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",85.7,NA,84.9,82.7,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",72.4,NA,72.6,56.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",92.8,NA,92.9,93.1,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",7.2,NA,7.1,6.9,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.4,NA,4.3,4.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.3,NA,0.3,2.8,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","75. Children under age 3 years breastfed within one hour of birth15 (%)",63.7,NA,63.7,33.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","76. Children under age 6 months exclusively breastfed16 (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",22.9,NA,22.7,0,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",19.1,NA,19,0,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases",""
"Chandigarh","81. Children under 5 years who are stunted (height-for-age)18 (%)",25.2,NA,25.3,28.7,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","82. Children under 5 years who are wasted (weight-for-height)18 (%)",8.3,NA,8.4,10.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",2.4,NA,2.3,3.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","84. Children under 5 years who are underweight (weight-for-age)18 (%)",20.2,NA,20.6,24.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","85. Children under 5 years who are overweight (weight-for-height)20 (%)",1.9,NA,1.9,1.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",13.1,NA,13,13.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",15.1,NA,15.1,21.7,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","88. Women who are overweight or obese (BMI >25.0 kg/m2)21 (%)",43.9,NA,44,41.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","89. Men who are overweight or obese (BMI >25.0 kg/m2) (%)",34.4,NA,34.4,32,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","90. Women who have high risk waist-to-hip ratio (>0.85) (%)",60.4,NA,60.7,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","91. Men who have high risk waist-to-hip ratio (>0.90) (%)",66.9,NA,66.9,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",55,NA,54.6,73.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",60.1,NA,60.1,75.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases"
"Chandigarh","95. All women age 15-49 years who are anaemic22 (%)",60.3,64,60.3,75.9,"","Based on 25-49 unweighted cases","",""
"Chandigarh","96. All women age 15-19 years who are anaemic22 (%)",57.5,NA,57.7,74.7,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",8.1,NA,8.1,19.3,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",NA,NA,NA,22.4,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","99. Blood sugar level - high (141-160 mg/dl)23 (%)",6,3.5,6,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","100. Blood sugar level - very high (>160 mg/dl)23 (%)",12,13.8,12,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19,17.2,19,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","102. Blood sugar level - high (141-160 mg/dl)23 (%)",7.1,8,7.1,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","103. Blood sugar level - very high (>160 mg/dl)23 (%)",8.8,8,8.8,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.6,16,16.6,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.4,20,14.5,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",5.5,6.7,5.6,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",25,30,25,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.6,19.2,18.7,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",8.6,15.4,8.7,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",30.6,34.6,30.6,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","111. Ever undergone a screening test for cervical cancer (%)",1.4,NA,1.4,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","112. Ever undergone a breast examination for breast cancer (%)",0,NA,0,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","113. Ever undergone an oral cavity examination for oral cancer (%)",0.4,NA,0.4,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","114. Ever undergone an oral cavity examination for oral cancer (%)",2.4,NA,2.4,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases",""
"Chandigarh","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",20.3,NA,20.3,41.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",53.6,NA,53.6,66.4,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",72.3,NA,72.3,87.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",85,NA,85,92.9,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","119. Currently married women who usually participate in three household decisions25 (%)",94.6,NA,94.6,96.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","120. Women who worked in the last 12 months and were paid in cash (%)",22,NA,22,32.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","121. Women owning a house and/or land (alone or jointly with others) (%)",30.4,NA,30.4,21.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","122. Women having a bank or savings account that they themselves use (%)",87.1,NA,87.1,79.6,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","123. Women having a mobile phone that they themselves use (%)",70,NA,70,74.2,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",93.3,NA,93.4,92.1,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",9.7,NA,9.7,22.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",0,NA,0,3.5,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"Chandigarh","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",NA,NA,NA,0,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases"
"Chandigarh","128. Women age 15 years and above who use any kind of tobacco (%)",0.6,0,0.6,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","129. Men age 15 years and above who use any kind of tobacco (%)",12,23.7,12.1,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","130. Women age 15 years and above who consume alcohol (%)",0.3,0,0.3,NA,"","Based on 25-49 unweighted cases","",""
"Chandigarh","131. Men age 15 years and above who consume alcohol (%)",18.5,31.6,18.6,NA,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","1. Female population age 6 years and above who ever attended school (%)",83.8,82.6,83.8,80.9,"","","",""
"NCT of Delhi","2. Population below age 15 years (%)",24.3,25.6,24.3,25,"","","",""
"NCT of Delhi","3. Sex ratio of the total population (females per 1,000 males)",914,859,913,854,"","","",""
"NCT of Delhi","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",927,792,923,812,"","","",""
"NCT of Delhi","5. Children under age 5 years whose birth was registered with the civil authority (%)",94.2,99.7,94.4,88,"","","",""
"NCT of Delhi","6. Deaths in the last 3 years registered with the civil authority (%)",89.1,83.1,89,NA,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","7. Population living in households with electricity (%)",99.9,99.9,99.9,99.8,"","","",""
"NCT of Delhi","8. Population living in households with an improved drinking-water source1 (%)",99.5,98,99.4,99.8,"","","",""
"NCT of Delhi","9. Population living in households that use an improved sanitation facility2 (%)",81,87.3,81.1,75.1,"","","",""
"NCT of Delhi","10. Households using clean fuel for cooking3 (%)",99,97.6,98.9,97.9,"","","",""
"NCT of Delhi","11. Households using iodized salt (%)",96.8,98.4,96.8,98.5,"","","",""
"NCT of Delhi","12. Households with any usual member covered under a health insurance/financing scheme (%)",25,27.1,25,15.7,"","","",""
"NCT of Delhi","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16,9.4,15.8,NA,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","14. Women who are literate4 (%)",83.6,87.8,83.7,NA,"","","",""
"NCT of Delhi","15. Men who are literate4 (%)",90.2,93.5,90.2,NA,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","16. Women with 10 or more years of schooling (%)",59.5,68.7,59.7,54.2,"","","",""
"NCT of Delhi","17. Men with 10 or more years of schooling (%)",60.7,70.1,60.9,54.8,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","18. Women who have ever used the internet (%)",63.7,69.2,63.8,NA,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","19. Men who have ever used the internet (%)",85.1,87.4,85.2,NA,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","20. Women age 20-24 years married before age 18 years (%)",9.8,11.4,9.9,14.3,"","","",""
"NCT of Delhi","21. Men age 25-29 years married before age 21 years (%)",12.1,NA,12,21,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"NCT of Delhi","22. Total fertility rate (children per woman)",1.6,2.5,1.6,1.8,"","","",""
"NCT of Delhi","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.2,9.7,3.3,2.1,"","","",""
"NCT of Delhi","24. Adolescent fertility rate for women age 15-19 years5",18,42,19,21,"","","",""
"NCT of Delhi","25. Neonatal mortality rate (NNMR)",17,NA,17.5,17.8,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"NCT of Delhi","26. Infant mortality rate (IMR)",24.2,NA,24.5,31.2,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"NCT of Delhi","27. Under-five mortality rate (U5MR)",30.5,NA,30.6,42.2,"","Percentage not shown; based on fewer than 25 unweighted cases","",""
"NCT of Delhi","28. Any method6 (%)",76.5,71.3,76.4,54.9,"","","",""
"NCT of Delhi","29. Any modern method6 (%)",57.6,59.7,57.7,48.6,"","","",""
"NCT of Delhi","30. Female sterilization (%)",18,18.6,18,19.8,"","","",""
"NCT of Delhi","31. Male sterilization (%)",0.2,0.5,0.2,0.2,"","","",""
"NCT of Delhi","32. IUD/PPIUD (%)",6.6,11,6.7,5.4,"","","",""
"NCT of Delhi","33. Pill (%)",2.7,3.4,2.7,2.9,"","","",""
"NCT of Delhi","34. Condom (%)",28.4,23.3,28.3,20,"","","",""
"NCT of Delhi","35. Injectables (%)",0.3,1.8,0.4,0.1,"","","",""
"NCT of Delhi","36. Total unmet need7 (%)",6.1,8,6.1,15,"","","",""
"NCT of Delhi","37. Unmet need for spacing7 (%)",2,1.1,2,4.5,"","","",""
"NCT of Delhi","38. Health worker ever talked to female non-users about family planning (%)",16.9,18.3,16.9,12.1,"","","",""
"NCT of Delhi","39. Current users ever told about side effects of current method8 (%)",70.1,84.1,70.8,40.8,"","Based on 25-49 unweighted cases","",""
"NCT of Delhi","40. Mothers who had an antenatal check-up in the first trimester (%)",76.5,73.5,76.4,63,"","","",""
"NCT of Delhi","41. Mothers who had at least 4 antenatal care visits (%)",77.1,83.1,77.2,67.9,"","","",""
"NCT of Delhi","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.5,89.1,93.4,90.6,"","","",""
"NCT of Delhi","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",68.9,75.7,69.1,53.8,"","","",""
"NCT of Delhi","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",48.8,54.1,49,29.9,"","","",""
